price,soc,soc_mwh,grid_import_mwh,grid_export_mwh,charge_mwh,discharge_mwh,objective,revenue,cumulative_revenue,generation_mw,charge_btm_mwh,charge_grid_mwh,charge_surplus_mwh,generation_mwh,generation_revenue_uncurtailed,generation_curtailed_mwh,generation_revenue_curtailed,pv_net_export_mwh,total_export_mwh,bess_additional_export_mwh,profile_charge_mwh,profile_discharge_mwh
17.73,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.7,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.53,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.54,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.92,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.75,0.8782583941254858,87.82583941254858,0.0,0.0,0.39581154677396463,0.0,-53.14156664947999,-53.14156664947999,-1982.378057911253,0.417222004,0.417222004,0.0,0.0,0.417222004,53.14156664948,0.417222004,53.14156664948,0.0,0.0,-0.417222004,0.0,0.0
139.64,0.8980701718606084,89.80701718606085,0.0,0.0,1.981177773512276,0.0,-288.73454347587995,-288.73454347587995,-2271.112601387133,2.088344738,2.088344738,0.0,0.0,2.088344738,288.73454347588,2.088344738,288.73454347588,0.0,0.0,-2.088344738,0.0,0.0
139.99,0.928594560043163,92.8594560043163,0.0,0.0,3.052438818255457,0.0,-445.9850252110801,-445.9850252110801,-2717.097626598213,3.217553028,3.217553028,0.0,0.0,3.217553028,445.9850252110801,3.217553028,445.9850252110801,0.0,0.0,-3.217553028,0.0,0.0
142.58,0.95988302454654,95.98830245465399,0.0,0.0,3.128846450337687,0.0,-465.69083665280004,-465.69083665280004,-3182.788463251013,3.298093744,3.298093744,0.0,0.0,3.298093744,465.69083665280004,3.298093744,465.69083665280004,0.0,0.0,-3.298093744,0.0,0.0
149.4,0.9886286647681389,98.86286647681389,0.0,0.0,2.8745640221598956,0.0,-448.5089675706,-448.5089675706,-3631.297430821613,3.03005653,3.03005653,0.0,0.0,3.03005653,448.5089675706,3.03005653,448.5089675706,0.0,0.0,-3.03005653,0.0,0.0
